# _tick,_time,train_seconds,step,mean_episode_return,mean_episode_step,total_loss,pg_loss,baseline_loss,entropy_loss,learner_queue_size
11677,1640207876.470934,36215.8,30274560,3961.645263671875,590.0347900390625,57.43044662475586,20.878995895385742,37.87030029296875,-1.3188496828079224,1
11678,1640207879.9013941,36220.8,30277120,2829.784912109375,539.619140625,7.748076438903809,-12.909939765930176,21.89231300354004,-1.2342966794967651,4
11679,1640207883.2122765,36225.8,30279680,1152.9495849609375,610.5519409179688,-25.57820701599121,-47.190547943115234,22.94118881225586,-1.3288480043411255,3
11680,1640207886.681915,36225.8,30282240,1943.1240234375,700.0105590820312,3.4144344329833984,-11.28118896484375,16.065204620361328,-1.3695813417434692,2
11681,1640207889.8495588,36230.8,30284800,2724.83837890625,571.5847778320312,-38.60075378417969,-53.331844329833984,16.06230926513672,-1.331217646598816,0
11682,1640207893.1449544,36235.8,30287360,3653.391845703125,628.2550659179688,7.4131999015808105,-16.954275131225586,25.769607543945312,-1.4021326303482056,2
11683,1640207896.0769112,36235.8,30289920,1615.46923828125,660.9500122070312,24.5404109954834,8.251983642578125,17.677642822265625,-1.3892146348953247,1
11684,1640207899.8726573,36240.8,30292480,3101.3115234375,482.3840026855469,-6.968350410461426,-19.82560920715332,14.314571380615234,-1.4573124647140503,1
11685,1640207902.7043924,36240.8,30295040,10162.9140625,490.439453125,48.257347106933594,33.08455276489258,16.652692794799805,-1.4798979759216309,0
11686,1640207906.3960478,36245.9,30297600,4409.302734375,521.5304565429688,-22.17694091796875,-48.212215423583984,27.419076919555664,-1.3838016986846924,4
11687,1640207909.416056,36250.9,30300160,919.9406127929688,411.375,9.658456802368164,-0.15318328142166138,11.283822059631348,-1.472182273864746,0
11688,1640207912.6928506,36250.9,30302720,2598.34130859375,478.21173095703125,7.211061477661133,-0.30351758003234863,8.965885162353516,-1.4513065814971924,0
11689,1640207915.8775022,36255.9,30305280,1423.3660888671875,557.6453247070312,5.215877532958984,-11.58813762664795,18.202388763427734,-1.3983738422393799,1
11690,1640207918.801495,36260.9,30307840,1065.205810546875,664.19140625,23.87339210510254,12.02266788482666,13.337728500366211,-1.4870054721832275,1
11691,1640207922.1975884,36260.9,30310400,2208.369140625,578.8125,3.463712453842163,-15.109367370605469,19.90434455871582,-1.3312647342681885,0
11692,1640207926.0699356,36265.9,30312960,1335.0452880859375,560.9234619140625,-16.312408447265625,-29.508588790893555,14.762635231018066,-1.566455364227295,4
11693,1640207929.206901,36270.9,30315520,5998.3984375,531.1492309570312,-1.8719114065170288,-11.461223602294922,11.24531364440918,-1.6560014486312866,2
11694,1640207932.3195624,36270.9,30318080,13371.283203125,642.6734619140625,63.91415023803711,56.0527229309082,9.507843017578125,-1.6464134454727173,1
11695,1640207935.6082716,36275.9,30320640,1575.8975830078125,567.1832275390625,-58.39256286621094,-67.19496154785156,10.355030059814453,-1.5526294708251953,4
11696,1640207938.6677878,36280.9,30323200,2417.918212890625,672.1949462890625,46.71806716918945,37.23589324951172,11.09257698059082,-1.6104018688201904,1
11697,1640207941.9574635,36280.9,30325760,8740.9951171875,560.7722778320312,10.41346549987793,0.22772502899169922,11.513019561767578,-1.3272790908813477,0
11698,1640207944.8228536,36285.9,30328320,3001.886962890625,594.1359252929688,7.15082311630249,-1.8224631547927856,10.281231880187988,-1.3079458475112915,0
11699,1640207948.2144957,36290.9,30330880,2216.252685546875,590.591796875,9.067625999450684,-3.232712745666504,13.517889976501465,-1.217551589012146,2
11700,1640207951.6947315,36290.9,30333440,2392.205078125,479.0289001464844,24.012319564819336,14.362166404724121,10.877628326416016,-1.2274768352508545,0
11701,1640207954.9507048,36295.9,30336000,4982.20703125,487.88165283203125,6.940325736999512,-18.816059112548828,26.93192481994629,-1.1755398511886597,1
11702,1640207958.4543312,36300.9,30338560,1448.405517578125,450.03515625,23.365009307861328,15.94797134399414,8.710030555725098,-1.2929915189743042,3
11703,1640207962.0948858,36300.9,30341120,2630.569091796875,441.87579345703125,-15.337200164794922,-34.16151428222656,20.05238151550293,-1.2280669212341309,1
11704,1640207965.2510076,36305.9,30343680,1092.8118896484375,383.86993408203125,-22.369056701660156,-35.10753631591797,14.02033805847168,-1.2818574905395508,1
11705,1640207968.555756,36310.9,30346240,1477.67626953125,513.4500122070312,6.93897819519043,-2.154756546020508,10.407281875610352,-1.3135473728179932,0
11706,1640207972.0919313,36310.9,30348800,4552.548828125,485.9410095214844,-31.73072052001953,-51.51856994628906,20.930492401123047,-1.1426422595977783,2
11707,1640207975.3271115,36315.9,30351360,751.7073974609375,501.56640625,35.28731918334961,27.363807678222656,9.136024475097656,-1.2125113010406494,1
11708,1640207978.6291702,36320.9,30353920,4000.85302734375,553.0379028320312,9.41968059539795,-14.76302719116211,25.42889976501465,-1.2461923360824585,1
11709,1640207982.409799,36320.9,30356480,1060.077392578125,610.2265625,2.515169143676758,-7.8049468994140625,11.500246047973633,-1.1801300048828125,2
11710,1640207985.5740645,36325.9,30359040,3158.856689453125,604.2078247070312,23.909914016723633,13.85651969909668,11.067806243896484,-1.014411211013794,1
11711,1640207988.5936432,36330.9,30361600,1385.3153076171875,682.775390625,-19.015785217285156,-37.949729919433594,20.046161651611328,-1.112216591835022,0
11712,1640207991.6596928,36330.9,30364160,2651.331298828125,728.7453002929688,85.23694610595703,53.09042739868164,33.236026763916016,-1.0895112752914429,0
11713,1640207995.2756996,36335.9,30366720,6749.796875,704.4519653320312,-33.34400177001953,-76.55512237548828,44.29161834716797,-1.0804979801177979,5
11714,1640207998.1088023,36340.9,30369280,1232.9244384765625,570.7609252929688,16.976398468017578,-2.789881706237793,20.84908676147461,-1.0828062295913696,3
11715,1640208001.2335336,36340.9,30371840,803.9074096679688,608.8386840820312,22.05508804321289,9.7460298538208,13.5740966796875,-1.2650383710861206,1
11716,1640208004.601794,36345.9,30374400,3797.392578125,662.2738647460938,-4.016774654388428,-18.071056365966797,15.244958877563477,-1.1906770467758179,3
11717,1640208007.582371,36345.9,30376960,2916.81640625,658.55859375,26.136137008666992,-1.9803438186645508,29.32764434814453,-1.2111650705337524,2
11718,1640208010.18313,36350.9,30379520,6101.94873046875,646.203125,37.52187728881836,14.774690628051758,23.95861053466797,-1.2114237546920776,0
11719,1640208013.4892147,36355.9,30382080,1756.8187255859375,691.3187866210938,7.5943145751953125,-4.9155988693237305,13.586467742919922,-1.076554536819458,2
11720,1640208016.9017818,36355.9,30384640,1547.771484375,727.8883056640625,8.446418762207031,-3.2822160720825195,12.802519798278809,-1.0738853216171265,1
11721,1640208019.9767795,36360.9,30387200,1692.6611328125,723.716796875,-11.751693725585938,-42.3685302734375,31.688575744628906,-1.0717393159866333,0
11722,1640208023.7385957,36366.0,30389760,1376.32373046875,603.6124877929688,26.80670738220215,12.183536529541016,15.896639823913574,-1.2734705209732056,1
11723,1640208027.3112783,36366.0,30392320,1610.8369140625,677.0023803710938,52.99342727661133,31.939838409423828,22.25995635986328,-1.2063686847686768,3
11724,1640208030.3420324,36371.0,30394880,2934.848388671875,611.5785522460938,24.064239501953125,4.825033664703369,20.534080505371094,-1.2948743104934692,1
11725,1640208033.4229047,36376.0,30397440,6490.8125,697.3992309570312,16.318140029907227,-3.4800925254821777,21.001686096191406,-1.2034528255462646,1
11726,1640208037.0019557,36376.0,30400000,6973.0263671875,518.4699096679688,82.24540710449219,58.48212432861328,25.091960906982422,-1.3286772966384888,0
11727,1640208040.4697337,36381.0,30402560,2509.8564453125,525.5300903320312,18.67080307006836,-6.63212776184082,26.632484436035156,-1.3295539617538452,2
11728,1640208043.9901996,36386.0,30405120,1345.9683837890625,514.349609375,1.4796853065490723,-12.252253532409668,14.94021224975586,-1.2082734107971191,2
11729,1640208047.070398,36386.0,30407680,1333.2196044921875,597.4136962890625,69.7237777709961,43.400238037109375,27.62875747680664,-1.3052102327346802,3
11730,1640208050.1217167,36391.0,30410240,488.1249084472656,645.4503784179688,14.659333229064941,4.550248622894287,11.357043266296387,-1.2479578256607056,1
11731,1640208053.4353712,36396.0,30412800,949.8375854492188,641.3422241210938,-2.7587883472442627,-12.838310241699219,11.327619552612305,-1.2480976581573486,1
11732,1640208056.5858326,36396.0,30415360,1043.676025390625,702.9234619140625,46.078941345214844,33.645652770996094,13.68728256225586,-1.2539923191070557,1
11733,1640208059.9516456,36401.0,30417920,4805.94140625,727.8726806640625,18.693552017211914,0.5697250366210938,19.283214569091797,-1.1593871116638184,3
11734,1640208063.1203096,36401.0,30420480,2198.65478515625,629.9265747070312,61.946449279785156,35.77485275268555,27.49197769165039,-1.3203824758529663,0
11735,1640208066.2818885,36406.0,30423040,4249.3916015625,661.6707153320312,-10.671405792236328,-36.015403747558594,26.424068450927734,-1.0800708532333374,3
11736,1640208069.4509516,36411.0,30425600,369.1624755859375,666.9867553710938,-17.780536651611328,-27.963741302490234,11.40787124633789,-1.2246665954589844,3
11737,1640208072.417798,36411.0,30428160,4395.6396484375,758.57421875,82.08113098144531,69.03623962402344,14.373368263244629,-1.3284763097763062,1
11738,1640208075.7296422,36416.0,30430720,17829.75390625,675.6676025390625,2.9560904502868652,-23.693754196166992,27.910202026367188,-1.2603574991226196,1
11739,1640208078.6661122,36421.0,30433280,1254.2059326171875,633.5648803710938,29.407001495361328,20.088294982910156,10.698820114135742,-1.380113959312439,1
11740,1640208081.9917922,36421.0,30435840,2079.4716796875,638.146484375,-11.163012504577637,-22.802955627441406,13.144848823547363,-1.5049060583114624,2
11741,1640208085.0179422,36426.0,30438400,3577.748046875,731.2546997070312,37.224117279052734,21.97679901123047,16.55073356628418,-1.3034156560897827,0
11742,1640208088.0225127,36426.0,30440960,2488.43359375,694.8464965820312,25.957666397094727,16.316314697265625,10.900773048400879,-1.2594212293624878,1
11743,1640208091.2777872,36431.0,30443520,17785.80078125,733.4796752929688,25.022932052612305,10.12486743927002,16.047245025634766,-1.149179220199585,2
11744,1640208094.6225321,36436.0,30446080,6690.56591796875,678.2722778320312,21.39987564086914,1.6562538146972656,20.88308334350586,-1.139461874961853,2
11745,1640208097.8128912,36436.0,30448640,1278.2003173828125,783.9500122070312,54.58325958251953,35.41537094116211,20.259050369262695,-1.0911636352539062,1
11746,1640208100.7162135,36441.0,30451200,1179.9168701171875,801.3019409179688,-7.7172532081604,-22.202163696289062,15.536907196044922,-1.0519965887069702,0
11747,1640208103.73278,36446.0,30453760,458.3683166503906,739.6886596679688,13.825650215148926,-0.05537700653076172,15.031331062316895,-1.1503034830093384,5
11748,1640208106.6217701,36446.0,30456320,2447.9111328125,831.7523803710938,49.129371643066406,33.638587951660156,16.671916961669922,-1.181132435798645,0
11749,1640208109.79734,36451.0,30458880,6906.46044921875,737.5,-8.364620208740234,-40.410804748535156,33.20222473144531,-1.1560403108596802,0
11750,1640208113.1544847,36451.0,30461440,1535.80712890625,687.6765747070312,-0.9795656204223633,-14.907032012939453,15.161337852478027,-1.2338714599609375,6
11751,1640208116.1612318,36456.0,30464000,5624.66552734375,593.8699340820312,25.633474349975586,11.564603805541992,15.37861442565918,-1.3097444772720337,2
11752,1640208119.2438133,36461.0,30466560,5717.0810546875,519.9992065429688,-9.203393936157227,-32.66068649291992,24.755813598632812,-1.2985210418701172,2
11753,1640208122.5440822,36461.0,30469120,1956.54248046875,419.9015808105469,32.47477340698242,15.133021354675293,18.699932098388672,-1.358181357383728,1
11754,1640208126.1250765,36466.0,30471680,1311.771484375,409.82696533203125,19.696901321411133,10.72952651977539,10.258316040039062,-1.2909419536590576,2
11755,1640208129.4441433,36471.0,30474240,1445.0711669921875,493.76171875,-18.759267807006836,-25.229110717773438,7.712774276733398,-1.2429322004318237,2
11756,1640208132.530236,36471.0,30476800,10498.396484375,594.0730590820312,37.637020111083984,25.257266998291016,13.650138854980469,-1.2703865766525269,1
11757,1640208135.5788379,36476.0,30479360,1497.4739990234375,566.5531616210938,35.099754333496094,27.80725860595703,8.573570251464844,-1.2810739278793335,2
11758,1640208138.8925424,36481.0,30481920,4322.04296875,530.8449096679688,17.712736129760742,0.7552800178527832,18.14046859741211,-1.1830124855041504,2
11759,1640208142.307992,36481.0,30484480,3108.8955078125,518.5386962890625,-11.778892517089844,-21.923118591308594,11.311927795410156,-1.167702078819275,2
11760,1640208145.5625927,36486.0,30487040,4021.68603515625,474.298828125,-31.10953712463379,-60.00299835205078,29.975004196166992,-1.0815424919128418,1
11761,1640208148.879561,36491.1,30489600,1990.9893798828125,300.2652282714844,20.07288932800293,0.863707423210144,20.436336517333984,-1.2271530628204346,0
11762,1640208152.520711,36491.1,30492160,2170.152099609375,318.43829345703125,35.846343994140625,24.183433532714844,12.926420211791992,-1.2635130882263184,2
11763,1640208155.4286184,36496.1,30494720,1280.026123046875,331.5472717285156,19.7022705078125,3.2960305213928223,17.665891647338867,-1.2596518993377686,2
11764,1640208158.5449736,36501.1,30497280,622.8412475585938,404.046875,30.262813568115234,24.761144638061523,6.875957489013672,-1.3742879629135132,1
11765,1640208161.5552535,36501.1,30499840,441.72259521484375,473.5414123535156,7.302889347076416,-1.4166944026947021,10.038236618041992,-1.3186525106430054,1
11766,1640208165.6883295,36506.1,30502400,1835.1517333984375,511.8382873535156,17.64328384399414,0.5153689384460449,18.113412857055664,-0.9854984879493713,0
11767,1640208168.8925512,36511.1,30504960,2054.91796875,546.3558959960938,5.3023362159729,-9.750080108642578,16.179397583007812,-1.126981258392334,1
11768,1640208172.9285092,36511.1,30507520,1063.048583984375,515.8953247070312,-45.936073303222656,-62.52770233154297,17.760190963745117,-1.1685631275177002,1
11769,1640208176.2898395,36516.1,30510080,2089.78466796875,507.25,-10.096589088439941,-29.961917877197266,20.9727725982666,-1.107443928718567,2
11770,1640208179.9406888,36521.1,30512640,2627.30029296875,466.41876220703125,30.48704719543457,24.524463653564453,7.199626445770264,-1.2370442152023315,2
11771,1640208183.0653079,36521.1,30515200,10787.5517578125,485.1253967285156,1.055171012878418,-32.83809280395508,35.110198974609375,-1.216935157775879,3
11772,1640208186.0104105,36526.1,30517760,733.50830078125,431.40509033203125,17.40389060974121,7.828744888305664,10.877476692199707,-1.3023314476013184,1
11773,1640208189.5399914,36531.1,30520320,2071.09033203125,507.0910339355469,16.34390640258789,-0.41051197052001953,17.875762939453125,-1.1213454008102417,1
11774,1640208192.994609,36531.1,30522880,3189.114990234375,550.0465087890625,-63.809478759765625,-89.31123352050781,26.621021270751953,-1.1192679405212402,1
11775,1640208196.1616216,36536.1,30525440,1940.9466552734375,502.80859375,13.770570755004883,5.001348495483398,9.920324325561523,-1.1511023044586182,1
11776,1640208199.5311306,36541.1,30528000,3184.38330078125,555.7543334960938,-10.415006637573242,-25.297029495239258,15.983209609985352,-1.1011872291564941,5
11777,1640208202.4624639,36541.1,30530560,4499.63916015625,550.3765869140625,-21.89922523498535,-53.941680908203125,33.16500473022461,-1.1225491762161255,0
11778,1640208205.1744971,36546.1,30533120,2541.74853515625,511.3656311035156,30.821420669555664,4.1408305168151855,27.783458709716797,-1.1028693914413452,0
11779,1640208209.0875738,36551.1,30535680,3878.61962890625,539.80078125,-18.701400756835938,-49.494354248046875,31.957569122314453,-1.1646147966384888,1
11780,1640208212.3356986,36551.1,30538240,4644.8916015625,405.3359375,-28.970714569091797,-46.250694274902344,18.50485610961914,-1.2248759269714355,3
11781,1640208215.7069008,36556.1,30540800,2142.694091796875,331.673828125,1.4813458919525146,-8.930569648742676,11.811952590942383,-1.4000370502471924,0
11782,1640208219.110433,36561.1,30543360,1426.270263671875,405.4601745605469,-30.88846206665039,-38.26626205444336,8.68781852722168,-1.3100190162658691,4
11783,1640208222.240605,36561.1,30545920,2142.380615234375,382.0062561035156,21.667484283447266,11.85951042175293,11.157219886779785,-1.349246859550476,2
11784,1640208225.9419303,36566.1,30548480,1626.4315185546875,412.55157470703125,-8.941880226135254,-20.779935836791992,13.175832748413086,-1.3377773761749268,2
11785,1640208229.2381928,36571.1,30551040,1378.57080078125,340.5285339355469,-1.4644365310668945,-10.983247756958008,10.899799346923828,-1.3809881210327148,4
11786,1640208232.5273497,36571.1,30553600,631.26171875,359.8898620605469,67.59144592285156,61.368385314941406,7.695825576782227,-1.4727623462677002,2
11787,1640208235.714002,36576.1,30556160,451.4710388183594,431.3156433105469,70.18607330322266,62.437530517578125,9.026710510253906,-1.2781699895858765,0
11788,1640208239.2085733,36581.1,30558720,1390.1531982421875,503.92852783203125,95.75942993164062,79.7669448852539,17.298437118530273,-1.305952787399292,3
11789,1640208242.9107916,36581.1,30561280,1956.96533203125,477.03515625,-3.102602958679199,-14.38796329498291,12.379310607910156,-1.0939501523971558,3
11790,1640208246.195269,36586.1,30563840,1382.7366943359375,551.6062622070312,47.48556900024414,34.84899139404297,13.830945014953613,-1.1943672895431519,3
11791,1640208249.3637936,36591.1,30566400,2257.9169921875,594.2027587890625,-12.541349411010742,-22.28751564025879,10.932252883911133,-1.186086654663086,0
11792,1640208252.8880537,36591.1,30568960,1279.1353759765625,570.5230712890625,-14.565082550048828,-24.534881591796875,11.223380088806152,-1.253581166267395,2
11793,1640208255.8535717,36596.1,30571520,2158.202880859375,616.5847778320312,10.554215431213379,1.7776793241500854,10.103489875793457,-1.3269541263580322,0
11794,1640208259.0596652,36601.1,30574080,1774.021728515625,677.01953125,8.049988746643066,-2.2138352394104004,11.502610206604004,-1.2387855052947998,2
11795,1640208261.9525,36601.1,30576640,1148.4923095703125,666.2574462890625,73.77986907958984,58.18208312988281,16.880552291870117,-1.2827719449996948,1
11796,1640208264.8382232,36606.2,30579200,1426.568603515625,704.9625244140625,39.200286865234375,27.029714584350586,13.44033432006836,-1.2697588205337524,0
11797,1640208268.3061028,36606.2,30581760,1089.67919921875,717.6371459960938,27.93126678466797,13.189947128295898,15.935397148132324,-1.1940771341323853,2
11798,1640208271.2460554,36611.2,30584320,3085.8544921875,743.21875,-4.50516939163208,-19.690032958984375,16.43881607055664,-1.2539525032043457,0
11799,1640208274.859024,36616.2,30586880,8859.8349609375,682.533203125,-8.779486656188965,-31.314165115356445,23.992403030395508,-1.4577242136001587,2
11800,1640208277.9700077,36616.2,30589440,3277.87646484375,726.7120971679688,75.7791519165039,59.87361145019531,17.442729949951172,-1.5371915102005005,1
11801,1640208281.6448562,36621.2,30592000,2006.7738037109375,646.009765625,75.47053527832031,65.3162841796875,11.55727481842041,-1.403022289276123,4
11802,1640208285.1018846,36626.2,30594560,3913.796875,723.3531494140625,40.47243118286133,22.246597290039062,19.528797149658203,-1.3029619455337524,2
11803,1640208288.0347028,36626.2,30597120,5868.67138671875,700.5515747070312,22.653541564941406,8.726268768310547,15.252096176147461,-1.3248234987258911,0
11804,1640208290.8777778,36631.2,30599680,7734.57177734375,649.654296875,41.1782112121582,27.060253143310547,15.486969947814941,-1.3690091371536255,0
11805,1640208294.002008,36636.2,30602240,7870.73681640625,638.1437377929688,81.65058135986328,61.69071578979492,21.493541717529297,-1.5336754322052002,1
11806,1640208297.4700644,36636.2,30604800,1290.6226806640625,669.046875,4.389822006225586,-7.017576694488525,12.825210571289062,-1.4178119897842407,2
11807,1640208300.496675,36641.3,30607360,3962.510498046875,555.5238647460938,15.485932350158691,0.44257211685180664,16.436309814453125,-1.392949104309082,1
11808,1640208303.750881,36646.3,30609920,2786.392822265625,487.4875183105469,38.231388092041016,30.588411331176758,9.283344268798828,-1.640368938446045,3
11809,1640208306.7560632,36646.3,30612480,2938.6298828125,515.2371215820312,-37.649444580078125,-50.527767181396484,14.419722557067871,-1.5414018630981445,1
11810,1640208309.9342551,36651.3,30615040,6116.87158203125,488.80157470703125,54.177879333496094,48.4107666015625,7.344306945800781,-1.577195167541504,0
11811,1640208313.2335484,36651.3,30617600,1520.859619140625,524.697265625,3.2918002605438232,-6.179953575134277,11.093206405639648,-1.6214525699615479,2
11812,1640208316.336275,36656.3,30620160,1106.1668701171875,676.564453125,-28.0684814453125,-33.9234619140625,7.322823524475098,-1.4678412675857544,2
11813,1640208319.2522073,36661.3,30622720,1405.7635498046875,604.4945678710938,12.781338691711426,4.672589302062988,9.545061111450195,-1.4363113641738892,2
11814,1640208322.5465302,36661.3,30625280,10087.326171875,621.11328125,44.711326599121094,30.24791717529297,15.821884155273438,-1.3584764003753662,0
11815,1640208325.8486588,36666.3,30627840,661.9019165039062,512.6105346679688,36.058231353759766,24.725627899169922,12.810348510742188,-1.477744698524475,0
11816,1640208329.1957917,36671.3,30630400,5230.0634765625,597.7152709960938,-20.119762420654297,-40.71748352050781,21.974246978759766,-1.3765254020690918,1
11817,1640208332.6336708,36671.3,30632960,2209.564453125,614.87890625,30.570053100585938,21.80912971496582,10.163919448852539,-1.4029955863952637,2
11818,1640208335.7118773,36676.3,30635520,1877.8382568359375,587.6129150390625,16.097318649291992,-7.395862102508545,24.937288284301758,-1.4441072940826416,2
11819,1640208339.2226841,36681.3,30638080,2854.315185546875,528.7488403320312,61.93720245361328,46.472660064697266,16.770065307617188,-1.3055212497711182,7
11820,1640208342.3741803,36681.3,30640640,1073.812744140625,523.54296875,-12.446128845214844,-29.666717529296875,18.63266372680664,-1.412075161933899,2
11821,1640208345.928792,36686.3,30643200,2964.485107421875,496.3414001464844,32.517784118652344,13.947151184082031,19.89651870727539,-1.3258838653564453,1
11822,1640208348.8087792,36691.3,30645760,2553.413330078125,455.52423095703125,-2.3793187141418457,-26.103458404541016,25.02823829650879,-1.3040986061096191,1
11823,1640208352.4833765,36691.3,30648320,2304.7587890625,531.2406616210938,8.84221076965332,-4.469605922698975,14.734825134277344,-1.4230083227157593,3
11824,1640208355.616603,36696.3,30650880,510.02252197265625,540.9848022460938,-0.6734030246734619,-9.40498161315918,10.108707427978516,-1.3771288394927979,3
11825,1640208358.9474986,36701.3,30653440,1596.4818115234375,517.8125,-51.41207504272461,-72.61087799072266,22.6112060546875,-1.412401556968689,1
11826,1640208361.8267415,36701.3,30656000,6001.66162109375,502.4273376464844,36.0958251953125,27.091352462768555,10.341630935668945,-1.3371597528457642,1
11827,1640208364.5913408,36706.3,30658560,4808.232421875,481.54376220703125,6.4993815422058105,-7.989175319671631,15.80986213684082,-1.3213053941726685,0
11828,1640208368.583254,36711.3,30661120,6158.912109375,522.8523559570312,33.836029052734375,-12.32571792602539,47.594669342041016,-1.432921290397644,0
11829,1640208371.7619817,36711.3,30663680,1748.55517578125,413.6593933105469,-0.9386482238769531,-10.89001750946045,11.481176376342773,-1.5298070907592773,0
11830,1640208375.0764642,36716.3,30666240,762.1715087890625,433.11798095703125,15.002041816711426,6.184854030609131,10.3421630859375,-1.5249754190444946,1
11831,1640208378.34376,36716.3,30668800,871.2863159179688,441.1273498535156,9.46606731414795,3.247791290283203,7.536684036254883,-1.3184078931808472,1
11832,1640208381.9379668,36721.3,30671360,3102.17724609375,479.5628967285156,-6.258963584899902,-20.31231689453125,15.356433868408203,-1.3030807971954346,3
11833,1640208384.7782705,36726.3,30673920,2632.399169921875,351.685546875,-5.181129455566406,-14.112815856933594,10.431958198547363,-1.5002720355987549,2
11834,1640208388.227996,36726.3,30676480,1389.8626708984375,426.99298095703125,54.0531120300293,49.176979064941406,6.306199550628662,-1.4300638437271118,2
11835,1640208391.7641242,36731.3,30679040,2230.640380859375,380.70391845703125,-10.541778564453125,-23.168407440185547,14.044790267944336,-1.418161392211914,1
11836,1640208394.785663,36736.3,30681600,1748.9268798828125,442.4269714355469,58.204402923583984,43.346412658691406,16.44639778137207,-1.5884042978286743,1
11837,1640208398.1353707,36736.3,30684160,1792.946044921875,393.7242126464844,11.255714416503906,3.4194321632385254,9.261940002441406,-1.425656795501709,1
11838,1640208401.085045,36741.3,30686720,6308.9345703125,426.1672058105469,-15.953946113586426,-31.11626434326172,16.569730758666992,-1.4074121713638306,1
11839,1640208404.729629,36746.3,30689280,1584.0706787109375,431.3656311035156,29.603958129882812,23.893531799316406,7.140860557556152,-1.4304343461990356,0
11840,1640208407.6294594,36746.3,30691840,2925.858642578125,411.015625,33.60279083251953,25.109956741333008,9.876701354980469,-1.3838655948638916,3
11841,1640208411.1687293,36751.3,30694400,2143.617919921875,523.9652709960938,-63.458553314208984,-83.95402526855469,21.796262741088867,-1.300794243812561,2
11842,1640208414.4142282,36756.3,30696960,1715.3175048828125,581.3171997070312,-7.659820556640625,-17.955219268798828,11.670790672302246,-1.375391960144043,0
11843,1640208417.516307,36756.3,30699520,2682.85498046875,555.1746215820312,-31.1104679107666,-44.670005798339844,15.01167106628418,-1.4521334171295166,2
11844,1640208420.699402,36761.4,30702080,1685.899169921875,568.8777465820312,29.962478637695312,20.180347442626953,11.347763061523438,-1.565632700920105,2
11845,1640208423.8058357,36766.4,30704640,836.4765014648438,573.0355834960938,28.719085693359375,17.265222549438477,12.887349128723145,-1.4334869384765625,0
11846,1640208427.132793,36766.4,30707200,4991.22021484375,645.3078002929688,-9.753173828125,-27.11104965209961,18.695451736450195,-1.3375755548477173,2
11847,1640208430.1180632,36771.4,30709760,79.50299835205078,609.5789184570312,61.276039123535156,51.51441955566406,11.029709815979004,-1.2680901288986206,1
11848,1640208433.2655945,36771.4,30712320,4830.96044921875,726.4808959960938,33.77716064453125,6.644516468048096,28.37693214416504,-1.2442892789840698,2
11849,1640208436.54585,36776.4,30714880,2999.60400390625,568.3777465820312,81.96490478515625,62.980228424072266,20.195035934448242,-1.2103540897369385,1
11850,1640208440.0450678,36781.4,30717440,3423.037841796875,608.1316528320312,-55.438072204589844,-79.68589782714844,25.67365837097168,-1.425832748413086,2
11851,1640208442.9332044,36781.4,30720000,4527.32763671875,594.3070678710938,21.683544158935547,12.89175796508789,10.212989807128906,-1.4212039709091187,4
11852,1640208445.9586456,36786.4,30722560,1384.379638671875,506.8101501464844,-9.248733520507812,-20.063852310180664,12.190202713012695,-1.375084400177002,2
11853,1640208449.4311018,36791.4,30725120,3434.5234375,619.6723022460938,-5.940646171569824,-22.2589054107666,17.670551300048828,-1.3522920608520508,4
11854,1640208452.420989,36791.4,30727680,2174.534912109375,666.4894409179688,-17.08245086669922,-30.3533878326416,14.71242904663086,-1.4414925575256348,3
11855,1640208455.3173196,36796.4,30730240,3995.863037109375,722.7390747070312,-2.902437210083008,-11.859467506408691,10.517104148864746,-1.560073733329773,1
11856,1640208458.366709,36796.4,30732800,4327.01123046875,584.9664306640625,21.563247680664062,6.923770427703857,16.023887634277344,-1.384411334991455,1
11857,1640208461.1845963,36801.4,30735360,1893.544677734375,730.51171875,9.85126781463623,-3.8099887371063232,15.021585464477539,-1.3603283166885376,0
11858,1640208464.4404979,36806.4,30737920,2124.5009765625,609.669921875,2.7721545696258545,-6.959442615509033,11.26351547241211,-1.5319182872772217,3
11859,1640208467.509612,36806.4,30740480,1341.8841552734375,671.0226440429688,23.467069625854492,16.00619125366211,8.814821243286133,-1.3539432287216187,3
11860,1640208470.4857767,36811.4,30743040,1267.926025390625,580.763671875,8.737516403198242,-1.9772143363952637,11.984745025634766,-1.270013451576233,2
11861,1640208473.9153347,36816.4,30745600,1400.235595703125,755.8523559570312,10.405773162841797,-1.2655775547027588,13.131420135498047,-1.4600701332092285,3
11862,1640208476.9320354,36816.4,30748160,893.7579345703125,782.91796875,32.2497673034668,21.35902976989746,12.215600967407227,-1.3248648643493652,2
11863,1640208480.0798311,36821.4,30750720,1597.6578369140625,800.3640747070312,15.236825942993164,-2.90545392036438,19.576026916503906,-1.4337458610534668,2
11864,1640208483.1073308,36821.4,30753280,1133.2650146484375,832.7027587890625,-1.854980230331421,-12.745414733886719,12.23297119140625,-1.3425366878509521,2
11865,1640208485.8213603,36826.4,30755840,10815.236328125,876.9519653320312,-15.3254976272583,-30.002988815307617,16.024084091186523,-1.3465932607650757,1
11866,1640208488.8122075,36831.4,30758400,1708.117431640625,841.650390625,-47.31639862060547,-61.41226577758789,15.5001220703125,-1.404253602027893,2
